destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,direction_same,Y,distance
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
Home,Alone,Sunny,55,6PM,Bar,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,2
Work,Alone,Sunny,55,7AM,Bar,1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,1,Single,0,2,Sales & Related,8,1,0,4,2,1,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,1,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Unmarried partner,0,4,Management,7,2,2,2,2,2,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,0,3,2,1,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,3,Married partner,1,5,Unemployed,5,0,1,2,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,5,Divorced,1,4,Arts Design Entertainment Sports & Media,1,0,4,1,2,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,2
Work,Alone,Sunny,55,7AM,Bar,1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,5,Married partner,1,5,Education&Training&Library,4,0,2,2,2,1,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,0,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,1,Unmarried partner,0,3,Student,6,0,1,2,2,1,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,0
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,1,1,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,2
Work,Alone,Sunny,55,7AM,Bar,1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,3,Married partner,1,5,Computer & Mathematical,8,1,2,3,3,3,0,0,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,2
Work,Alone,Sunny,55,7AM,Bar,1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,1,1,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,3,Married partner,1,4,Life Physical Social Science,3,0,1,3,3,1,0,0,1
